Unique ID	Parent	Tier 1	Tier 2	Tier 3	Tier 4	Path	Description	Keywords	Negative Keywords
561	560	Style & Fashion	Women's Fashion	Women's Accessories		Style & Fashion > Women's Fashion > Women's Accessories	Content relating to Style & Fashion > Women's Fashion > Women's Accessories: women's accessories, handbags, jewelry. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about women's accessories rather than adjacent style & fashion categories. Common confusers: women's clothing, women's shoes and footwear.	women's accessories, handbags, jewelry, scarves, belts, fashion accessories	women's clothing, women's shoes and footwear
562	561	Style & Fashion	Women's Fashion	Women's Accessories	Women's Glasses	Style & Fashion > Women's Fashion > Women's Accessories > Women's Glasses	Content relating to Style & Fashion > Women's Fashion > Women's Accessories > Women's Glasses: women's glasses, eyewear, frames. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about women's glasses rather than adjacent style & fashion categories. Common confusers: women's handbags and wallets, women's hats and scarves, women's jewelry and watches.	women's glasses, women's accessories, eyewear, frames	women's handbags and wallets, women's hats and scarves, women's jewelry and watches
563	561	Style & Fashion	Women's Fashion	Women's Accessories	Women's Handbags and Wallets	Style & Fashion > Women's Fashion > Women's Accessories > Women's Handbags and Wallets	Content relating to Style & Fashion > Women's Fashion > Women's Accessories > Women's Handbags and Wallets: handbags, purses, wallets. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about women's handbags and wallets rather than adjacent style & fashion categories. Common confusers: women's glasses, women's hats and scarves, women's jewelry and watches.	women's handbags and wallets, women's accessories, handbags, purses, wallets	women's glasses, women's hats and scarves, women's jewelry and watches
564	561	Style & Fashion	Women's Fashion	Women's Accessories	Women's Hats and Scarves	Style & Fashion > Women's Fashion > Women's Accessories > Women's Hats and Scarves	Content relating to Style & Fashion > Women's Fashion > Women's Accessories > Women's Hats and Scarves: hats, scarves, women's accessories. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about women's hats and scarves rather than adjacent style & fashion categories. Common confusers: women's glasses, women's handbags and wallets, women's jewelry and watches.	women's hats and scarves, women's accessories, hats, scarves	women's glasses, women's handbags and wallets, women's jewelry and watches
565	561	Style & Fashion	Women's Fashion	Women's Accessories	Women's Jewelry and Watches	Style & Fashion > Women's Fashion > Women's Accessories > Women's Jewelry and Watches	Content relating to Style & Fashion > Women's Fashion > Women's Accessories > Women's Jewelry and Watches: women's jewelry, women's watches. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about women's jewelry and watches rather than adjacent style & fashion categories. Common confusers: women's glasses, women's handbags and wallets, women's hats and scarves.	women's jewelry and watches, women's accessories, women's jewelry, women's watches	women's glasses, women's handbags and wallets, women's hats and scarves
566	560	Style & Fashion	Women's Fashion	Women's Clothing		Style & Fashion > Women's Fashion > Women's Clothing	Content relating to Style & Fashion > Women's Fashion > Women's Clothing: women's clothing, womenswear. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about women's clothing rather than adjacent style & fashion categories. Common confusers: women's accessories, women's shoes and footwear.	women's clothing, womenswear, dresses, tops, skirts, outerwear for women	women's accessories, women's shoes and footwear
567	566	Style & Fashion	Women's Fashion	Women's Clothing	Women's Business Wear	Style & Fashion > Women's Fashion > Women's Clothing > Women's Business Wear	Content relating to Style & Fashion > Women's Fashion > Women's Clothing > Women's Business Wear: women's suits, professional wear. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about women's business wear rather than adjacent style & fashion categories. Common confusers: women's casual wear, women's formal wear, women's intimates and sleepwear, women's outerwear, women's sportswear.	women's business wear, women's clothing, women's suits, professional wear, workwear, office attire, professional dresses, business casual for women	women's casual wear, women's formal wear, women's intimates and sleepwear, women's outerwear, women's sportswear
568	566	Style & Fashion	Women's Fashion	Women's Clothing	Women's Casual Wear	Style & Fashion > Women's Fashion > Women's Clothing > Women's Casual Wear	Content relating to Style & Fashion > Women's Fashion > Women's Clothing > Women's Casual Wear: women's casual clothing. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about women's casual wear rather than adjacent style & fashion categories. Common confusers: women's business wear, women's formal wear, women's intimates and sleepwear, women's outerwear, women's sportswear.	women's casual wear, women's clothing, women's casual clothing, everyday outfits, weekend wear, casual tops, jeans and tees, loungewear	women's business wear, women's formal wear, women's intimates and sleepwear, women's outerwear, women's sportswear
569	566	Style & Fashion	Women's Fashion	Women's Clothing	Women's Formal Wear	Style & Fashion > Women's Fashion > Women's Clothing > Women's Formal Wear	Content relating to Style & Fashion > Women's Fashion > Women's Clothing > Women's Formal Wear: women's formal, evening wear. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about women's formal wear rather than adjacent style & fashion categories. Common confusers: women's business wear, women's casual wear, women's intimates and sleepwear, women's outerwear, women's sportswear.	women's formal wear, women's clothing, women's formal, evening wear	women's business wear, women's casual wear, women's intimates and sleepwear, women's outerwear, women's sportswear
570	566	Style & Fashion	Women's Fashion	Women's Clothing	Women's Intimates and Sleepwear	Style & Fashion > Women's Fashion > Women's Clothing > Women's Intimates and Sleepwear	Content relating to Style & Fashion > Women's Fashion > Women's Clothing > Women's Intimates and Sleepwear: lingerie, sleepwear, intimates. Best for apparel, accessories, styling, trends, brands, and wardrobe or fashion-shopping topics. Prefer this label when the page is primarily about women's intimates and sleepwear rather than adjacent style & fashion categories. Common confusers: women's business wear, women's casual wear, women's formal wear, women's outerwear, women's sportswear.	women's intimates and sleepwear, women's clothing, lingerie, sleepwear, intimates	women's business wear, women's casual wear, women's formal wear, women's outerwear, women's sportswear
