unique_id	parent_id	path	description	keywords
131	123	Careers > Vocational Training	Content about Vocational Training within Careers, covering topics such as careers, career, vocational, and training, along with relevant news, advice, products, services, and trends.	careers, career, vocational, training
80DV8O		Communication	Content primarily about Communication, including news, information, guides, reviews, products, services, and trends related to communication.	communication
380		Crime	Content primarily about Crime, including news, information, guides, reviews, products, services, and trends related to crime.	crime
381		Disasters	Content primarily about Disasters, including news, information, guides, reviews, products, services, and trends related to disasters and disaster.	disasters, disaster
132		Education	Content primarily about Education, including news, information, guides, reviews, products, services, and trends related to education.	education
133	132	Education > Adult Education	Content about Adult Education within Education, covering topics such as education and adult, along with relevant news, advice, products, services, and trends.	education, adult
137	132	Education > College Education	Content about College Education within Education, covering topics such as education and college, along with relevant news, advice, products, services, and trends.	education, college
138	137	Education > College Education > College Planning	Content about College Planning within Education and College Education, including articles, updates, reviews, guides, and discussions related to education, college, and planning.	education, college, planning
139	137	Education > College Education > Postgraduate Education	Content about Postgraduate Education within Education and College Education, including articles, updates, reviews, guides, and discussions related to education, college, and postgraduate.	education, college, postgraduate
140	139	Education > College Education > Postgraduate Education > Professional School	Content about Professional School within Education, College Education, and Postgraduate Education, focused on education, college, postgraduate, professional, and school and closely related topics, products, services, or trends.	education, college, postgraduate, professional, school
141	137	Education > College Education > Undergraduate Education	Content about Undergraduate Education within Education and College Education, including articles, updates, reviews, guides, and discussions related to education, college, and undergraduate.	education, college, undergraduate
